Date,Territoire,Sujet,Thème,Nbre d'article,Qualité du retour,Média,Articles,Qualité du retour2,Tonalité,sentiment,factuel
03/09/2023,Nord,Bouchain : la CGT Energies manifeste devant la centrale EDF,greves,3.0,negatif,La voix du Nord ,,Négatif,négatif,negatif,False
03/10/2023,Nord,5 vaches meurent électrocutées ,client,1.0,negatif,L'observateur du Douaisis,,Négatif,négatif,negatif,False
03/10/2023,Nord,Hazebrouck : le plafond de sa salle à manger s'effrondre après une fuite d'eau ,divers,1.0,factuel,La voix du Nord ,"Hazebrouck : le plafond de sa salle à manger s’effondre après une
fuite d’eau Depuis 15 h 30, ce vendredi, les pompiers interviennent rue de l’Industrie à Hazebrouck. Le plafond d’une maison s’est effondré, à cause d’une fuite d’eau. La rue est momentanément coupée. Trois véhicules du centre de secours d’Hazebrouck et un de Mer‐ ville, soit une vingtaine de pompiers sous le commandement du lieutenant Dubois, interviennent ce vendredi après-midi, au numéro 3 de la rue de l’Industrie. Ce qui nécessite d’interrompre la circula‐ tion. Effondrement du plafond suspendu En cause, une fuite d’eau sur une canalisation dans les combles d’une maison mitoyenne qui a provoqué l’effondrement du plafond suspendu de la salle à manger. Sur place, les secours ont coupé le réseau d’eau et pris en charge la propriétaire de la maison, âgée de 26 ans. Elle n’a pas été transportée à l’hôpital. Des effectifs d’Enedis sont également sur place, l’électricité et le gaz ont été coupés dans l’habitation et des vérifications sont réali‐ sées",Factuel ,factuel ,neutre,True
03/10/2023,Nord ,Hautmont : le groupe scolaire Victor-Hugo évacué après le départ d'un incendie,divers,2.0,factuel,La voix du Nord ,"Hautmont : le groupe scolaire Victor-Hugo évacué après le départ
d’un incendie
En début d’après-midi ce vendredi, un incendie s’est déclaré dans le local à poubelles au sein du groupe scolaire Victoir-Hugo. Toute l’école a été évacuée ainsi que la garderie. Consultez l’actualité en vidéo Les sapeurs-pompiers n’ont pas lésiné sur les moyens, ce vendredi, juste avant 15 heures. Deux FPT (fourgons pompe-tonne), une am‐ bulance, un véhicule infirmier d’Avesnes-sur-Helpe et une grande échelle ont été envoyés sur la place Alfred-de-Musset, où se situe le groupe scolaire Victor-Hugo. Un incendie s’était déclaré dans un lo‐ cal à poubelles se trouvant au sein de l’établissement scolaire. Quand les secours sont arrivés sur les lieux, ils ont constaté que l’école avait été évacuée ainsi que la garderie. Plus de 300 enfants évacués En tout, 330 enfants ainsi que 7 autres présents dans la garderie ont dû quitter les locaux. Les sapeurs-pompiers ont rapidement cir‐ conscrit l’incendie et les écoliers ont pu regagner leurs classes en milieu d’après-midi. Les sapeurs-pompiers ont dû ventiler les lieux par la suite afin d’évacuer les dernières fumées. Quelques enfants ont été examinés par un infirmier avant de rentrer dans l’école. Au‐ cun blessé n’est à déplorer. Les polices municipale et nationale étaient présentes ainsi qu’une équipe d’Enedis.",Factuel,factuel,neutre,True
03/10/2023,Nord ,"Bailleul : une ligne électrique arrachée, 30 maisons sans électrcité jusqu'en milieu de soirée",aleas climatiques,2.0,factuel positif,La voix du Nord ,"Bailleul : une ligne électrique arrachée, 30 maisons sans électricité
jusqu’en milieu de soirée L’incident a eu lieu ce vendredi vers 16 heures, route de Méteren. Ce vendredi, Météo France avait placé le Nord et le Pas-de-Calais en vigilance jaune, en raison de bourrasques pouvant atteindre 80 km/h dans les terres. De violentes rafales ont déraciné un arbre, route de Méteren à Bailleul, vers 16 heures. L’arbre est tombé sur une ligne électrique basse tension avant de s’écraser sur une voi‐ ture garée le long de la D 933. Par chance, le véhicule était inoccu‐ pé. Les sapeurs-pompiers et les services d’Enedis sont à pied d’œuvre pour dégager la voie et rétablir l’alimentation. Interrompue provisoirement, la circulation a pu reprendre sur une des deux voies. Une trentaine de maisons sont privées de courant. Des techniciens sont sur place pour procéder aux réparations. « L’alimentation doit être rétablie pour 23 heures », indique le ser‐ vice communication d’Enedis.",Factuel positif,factuel positif,positif,True
03/10/2023,Pas-de-Calais,"Boulonnais : des abonnés privés d'électricité à la Capelle, Conteville et Pernes",reseau,2.0,factuel,La voix du Nord ,"Boulonnais : des abonnés privés d’électricité à La Capelle,
Conteville et Pernes Jusqu’à 250 clients ont eu le courant coupé dans les villages de La Capelle, Conteville et Pernes-lès-Boulogne. Enedis a déjà procédé en partie au rétablissement de l’électricité. L’incident n’est pas d’origine volontaire. Une coupure de courant est en cours depuis 11 h 30 dans les sec‐ teurs de La Capelle-lès-Boulogne, Conteville-lès-Boulogne et Pernes-lès-Boulogne. Environ 250 clients sont touchés. Des rétablissements ont été ob‐ servés cet après-midi grâce à une manœuvre à distance par Enedis, notamment sur le secteur de La Capelle. La majorité des clients touchés par la coupure habitent le secteur de Pernes-lès-Boulogne, soit une centaine d’abonnés. « Il s’agit d’un incident aérien sur une ligne de moyenne tension », explique-t-on chez Enedis. Les agents devaient intervenir sur place. La coupure de courant n’est pas d’origine volontaire, contrairement à ce qui s’est passé mardi 7 mars, journée de mobilisation contre la réforme des retraites. Quatre mille clients avaient été privés de courant principalement à Saint-Martin-Boulogne et à Boulogne, ain‐ si que les entreprises de la zone commerciale d’Auchan et de l’Inquétrie.",Factuel,factuel,neutre,True
03/12/2023,Pas-de-Calais,Des clients privés de courant à Réty et Rinxent ,reseau,1.0,factuel,La voix du Nord ,"Des clients privés de courant à Réty et Rinxent Après La Capelle, Conteville et Pernes samedi, d’autres communes sont frappées par des coupures de courant ce dimanche. Réty et Rinxent sont concernées. En tout, plus de 400 clients ont été concernés. Encore une journée de galère pour les clients d’Enedis. Ce di‐ manche matin, plus de 400 abonnés ont été privés de courant sur les secteurs de Réty et Rinxent. La coupure a été la plus intense entre 8 heures et 9 h 20, touchant jusqu’à 280 clients à Réty et 126 autres à Rinxent. Ce dimanche midi, il restait encore 79 foyers dans le « noir ». Au sujet de l’origine de la panne, Enedis effectue des recherches. « Il s’agirait d’un défaut sur de la moyenne tension. Nos agents contrôlent les installations aériennes et souterraines », indique l’entreprise. Samedi, déjà, des coupures de ce genre ont été observées sur les villages de La Capelle, Conteville et Pernes, sans qu’elles n’aient de lien avec celles de dimanche.",Factuel ,factuel ,neutre,True
03/12/2023,Pas-de-calais,Licques : un incendie ravage la toiture d'une habitation ,divers,2.0,factuel,La voix du nord ,"Licques: un incendie ravage la toiture d’une habitation Dimanche, vers 20 heures, un incendie a ravagé la toiture d’une ha‐ bitation, rue de Canchy à Licques. Le feu a ravagé la toiture de l’habitation, recouverte de panneaux photovoltaïques, ce qui a compliqué la tâche des sapeurs-pompiers, venus nombreux. Les secours ont convergé vers Licques en prove‐ nance des centres de secours d’Ardres, Lumbres, Saint-Omer et Boulogne-sur-Mer, qui avait affrété la grande échelle pour attaquer le feu par le dessus. Autre difficulté pour les pompiers : il a fallu se brancher à une borne située à une centaine de mètres, la fermette rénovée victime du feu étant éloignée de la rue principale (celle qui mène au cam‐ ping des Trois-Pommiers). Le sinistre n’a pas fait de victime. Mais les secours ont emmené une personne suite à un malaise, après le feu. Les gendarmes étaient sur place, notamment pour veiller à ce que l’accès aux se‐ cours reste barré. Le technicien d’astreinte d’Enedis était sur place.",Factuel,factuel,neutre,True
03/13/2023,Nord,Estaires/La Gorgue : des clients de sfr privés de réseau téléphone depuis 10 jours,divers,2.0,factuel,Nord Littoral ,"Estaires/La Gorgue : des clients de SFR privés de réseau téléphone
depuis 10 jours Depuis dix jours, des dizaines de clients de l'opérateur SFR n'ont plus de réseau de téléphone à Estaires et La Gorgue. La cause : l'antenne relais située à La Gorgue serait hors-service après un incident technique. Journaliste Temps de lecture: 1 min Partage : L a colère gronde. Depuis le 3 mars, des dizaines de clients de l'opérateur SFR subissent une panne de réseau mobile à Estaires et La Gorgue. Un incident technique, survenu au cours des travaux de rénovation de la mairie de La Gorgue, serait la cause de ces désagréments. L'antenne hors-service « Le site SFR situé à La Gorgue est malheureusement hors-service depuis le 3 mars , précise le service communication chez SFR. L'arrivée électrique du site a été endommagée à cause de travaux réalisés par la mairie dans son annexe. » L'opérateur espérait un rétablissement du service à la date du 10 mars. Mais ce 13 mars, le problème n'a pas encore été résolu. Ene‐ dis doit intervenir sur le compteur et rétablir la situation. « Le cof‐ fret va être changé, reprend SFR. Après cela, le service devrait être rétabli. »",Factuel ,factuel ,neutre,True
03/13/2023,Nord ,"Roubaix :  allé des Saules, les calvaires des locataires s'accumulent",reseau,3.0,factuel negatif,La voix du Nord ,"Depuis plusieurs mois, les locataires d’un immeuble allée des Saules font face à des pannes fréquentes d’électricité, d’eau chaude et à une invasion de moustiques. Vilogia, leur bailleur so‐ cial, annonce une réfection d’ici la fin de l’année de tous les ré‐ seaux. Des moustiques hiver comme été, des fuites d’eau et des coupures d’électricité récurrentes : les locataires des logements sociaux des Trois-Arbres, dans le quartier de l’Épeule, ont l’impression de subir les dix plaies d’Égypte. Surtout que ces désordres durent, pour certains, depuis plusieurs années. « On a honte d’habiter ici », se désespère une habitante. La panne d’eau chaude a été relatée dans nos colonnes en octobre 2022. Depuis, aucune amélioration, selon les locataires. Si ce n’est que les plus chanceux d’entre eux confient avoir quelques minutes « d’eau tiède » par jour. Pour les autres, le système D est devenu la norme. « Je dois aller à la salle de sport pour prendre une douche », assure un locataire. « C’est quand j’emmène mes enfants à la piscine qu’ils ont enfin de l’eau chaude », enchérit un père de famille. Moustiques à l’année La lassitude exprimée par certains locataires Vilogia s’accumule, comme les piqûres de moustique qui pointillent le cou d’un des lo‐ cataires. Un article paru dans nos pages en mai 2019 relatait déjà les moustiques qui « pourrissent la vie » du quartier des TroisArbres et l’annonce d’un grand nettoyage. Las, les moustiques sont restés. « Ils attendent quoi pour bouger Vilogia ? Qu’on arrête de payer nos loyers ? », s’offusque une locataire. Et s’il fallait classer leurs inquiétudes, la plus grande proviendrait de l’état du réseau électrique, régulièrement en panne. Dans l’armoire électrique, des câbles sont emmaillotés dans un ru‐ ban siglé « Installation sous tension, Danger de mort ». La fuite d’eau à proximité de l’armoire électrique, dont la porte en bois de‐ vient poreuse à cause de l’humidité, ne rassure pas non plus les lo‐ cataires. « Un jour, on va rentrer chez nous et voir de la fumée », s’inquiète un riverain. Vilogia reconnaît ces doléances dues à « des installations vieillis‐ santes ». Et promet une « réfection complète » des réseaux d’eau « avant le démarrage de la réhabilitation » du quartier. Soit « avant la fin de l’année », assure-t-on. Pour les nuisibles, le bailleur social
assure missionner une société de désinsectisation. Mais leur
prestation serait inefficace, la faute à une poignée de logements
non traités : « il s’avère que notre prestataire est à chaque fois
confronté à des locataires qui refusent de le laisser entrer chez
eux. » Quant au mauvais état du réseau électrique, Vilogia se dit in‐
capable d’intervenir. Tout est géré par Enedis, qui devrait aussi étu‐
dier « une réfection complète des réseaux ».",Factuel négatif ,factuel négatif ,negatif,True
